Year,Marine ID,Name,Event,Rank,Company,Squad,Slot,Details
736,2271,Tau Death,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
736,2271,Tau Death,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
736,2272,Khalophis Rock,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
736,2272,Khalophis Rock,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
736,2274,Zephyrin Jago,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
736,2274,Zephyrin Jago,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
736,2275,Xie Frost,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
736,2275,Xie Frost,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
736,2276,Jochi Plato-Pilot,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
736,2276,Jochi Plato-Pilot,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
736,1584,Buyan Nyx,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
736,1669,Thabo Cycle-Cutter,Death,Battle Brother,-2,-2,-2,Killed in Action
736,1835,Jin Traveler,Death,Battle Brother,-2,-2,-2,Killed in Action
736,2106,Numerian Grey,Death,Battle Brother,-2,-2,-2,Killed in Action
736,2229,Barban Krell,Death,Battle Brother,-2,-2,-2,Killed in Action
736,2240,Drakan Radian,Death,Battle Brother,-2,-2,-2,Killed in Action
736,2267,Phlegyas Big,Death,Battle Brother,-2,-2,-2,Killed in Action
736,2367,Leonas Chart,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2367,Leonas Chart,Transfer,Neophyte,10,1,1,Deployed to 10-1-1
736,2368,Caeden Luis,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2368,Caeden Luis,Transfer,Neophyte,10,2,1,Deployed to 10-2-1
736,2369,Astoran Zinc-Eye,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2369,Astoran Zinc-Eye,Transfer,Neophyte,10,5,1,Deployed to 10-5-1
736,2370,Balan Vargas-Vane,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2370,Balan Vargas-Vane,Transfer,Neophyte,10,6,9,Deployed to 10-6-9
736,2371,Uriel Colloid-Cloud,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2371,Uriel Colloid-Cloud,Transfer,Neophyte,10,9,2,Deployed to 10-9-2
736,2372,Antonas Kestrel,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2372,Antonas Kestrel,Transfer,Neophyte,10,9,7,Deployed to 10-9-7
736,2373,Omar Wet,Recruitment,Neophyte,-2,-2,-2,New Initiate
736,2373,Omar Wet,Transfer,Neophyte,10,10,2,Deployed to 10-10-2
736,2268,Tayisung Dirac-Duke,Transfer,Battle Brother,2,1,7,Deployed to 2-1-7
736,1600,Buyantu Gloom,Transfer,Battle Brother,1,2,7,Deployed to 1-2-7
736,1600,Buyantu Gloom,Promotion,Veteran Battle Brother,1,2,7,Promoted to Veteran Battle Brother
736,2269,Amit Chart,Transfer,Battle Brother,8,2,3,Deployed to 8-2-3
736,2271,Tau Death,Transfer,Battle Brother,2,5,4,Deployed to 2-5-4
736,2272,Khalophis Rock,Transfer,Battle Brother,7,6,4,Deployed to 7-6-4
736,2274,Zephyrin Jago,Transfer,Battle Brother,2,8,2,Deployed to 2-8-2
736,2275,Xie Frost,Transfer,Battle Brother,9,8,2,Deployed to 9-8-2
736,2276,Jochi Plato-Pilot,Transfer,Battle Brother,9,8,9,Deployed to 9-8-9
737,2279,Barban Volos,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2279,Barban Volos,Transfer,Battle Brother,-1,0,0,Deployed to -1-0-0
737,2280,Latif Gabriel,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2280,Latif Gabriel,Transfer,Battle Brother,-1,0,1,Deployed to -1-0-1
737,2281,Lucoryphus Micro,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2281,Lucoryphus Micro,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
737,2282,Xantus Copper-Skin,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2282,Xantus Copper-Skin,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
737,2283,Gorr Rust-Casing,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2283,Gorr Rust-Casing,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
737,2284,Fan Vane,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2284,Fan Vane,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
737,2285,Ignis Surge,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2285,Ignis Surge,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
737,2286,Shoji Site,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2286,Shoji Site,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
737,2287,Valerius Wet,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2287,Valerius Wet,Transfer,Battle Brother,-1,0,8,Deployed to -1-0-8
737,2289,Varus Hunter,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
737,2289,Varus Hunter,Transfer,Battle Brother,-1,0,9,Deployed to -1-0-9
737,1047,Ebele Sorn,Death,Bond-Keeper,-2,-2,-2,Killed in Action
737,1149,Marcus Hax,Death,Sergeant,-2,-2,-2,Killed in Action
737,1203,Ejei Yotta,Death,Battle Brother,-2,-2,-2,Killed in Action
737,1236,Amit Sena,Death,Bond-Keeper,-2,-2,-2,Killed in Action
737,1284,Yngvar Jast,Death,Artificer Brother,-2,-2,-2,Killed in Action
737,1438,Delbeg Lumen,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
737,1503,Gorm Low,Death,Null-Warden,-2,-2,-2,Killed in Action
737,1782,Makoto Exa,Death,Battle Brother,-2,-2,-2,Killed in Action
737,1906,Uzas Sensor,Death,Battle Brother,-2,-2,-2,Killed in Action
737,2093,Pertinax Bishop-Bright,Death,Battle Brother,-2,-2,-2,Killed in Action
737,2286,Shoji Site,Death,Battle Brother,-2,-2,-2,Killed in Action
737,2302,Sekani Becquerel-Baron,Death,Neophyte,-2,-2,-2,Killed in Action
737,2339,Berke Amplitude-Arm,Death,Neophyte,-2,-2,-2,Killed in Action
737,2359,Gudrod Kaul,Death,Neophyte,-2,-2,-2,Killed in Action
737,2374,Hiroshi Rex,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2374,Hiroshi Rex,Transfer,Neophyte,10,1,7,Deployed to 10-1-7
737,2375,Kwame Rone,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2375,Kwame Rone,Transfer,Neophyte,10,2,5,Deployed to 10-2-5
737,2376,Wei Gupta,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2376,Wei Gupta,Transfer,Neophyte,10,2,6,Deployed to 10-2-6
737,2377,Nassir Giga,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2377,Nassir Giga,Transfer,Neophyte,10,3,1,Deployed to 10-3-1
737,2378,Cassian Data,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2378,Cassian Data,Transfer,Neophyte,10,3,7,Deployed to 10-3-7
737,2379,Malphas Black,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2379,Malphas Black,Transfer,Neophyte,10,4,6,Deployed to 10-4-6
737,2380,Jengo Heaney-High,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2380,Jengo Heaney-High,Transfer,Neophyte,10,5,2,Deployed to 10-5-2
737,2381,Ma Good,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2381,Ma Good,Transfer,Neophyte,10,5,4,Deployed to 10-5-4
737,2382,Narvi Cube,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2382,Narvi Cube,Transfer,Neophyte,10,5,6,Deployed to 10-5-6
737,2383,Thaddeus Maximus,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2383,Thaddeus Maximus,Transfer,Neophyte,10,6,3,Deployed to 10-6-3
737,2384,Bjorn Tryggvason,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2384,Bjorn Tryggvason,Transfer,Neophyte,10,8,1,Deployed to 10-8-1
737,2385,Ryuu Jago,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2385,Ryuu Jago,Transfer,Neophyte,10,9,4,Deployed to 10-9-4
737,2386,Arrian Publius,Recruitment,Neophyte,-2,-2,-2,New Initiate
737,2386,Arrian Publius,Transfer,Neophyte,10,10,3,Deployed to 10-10-3
737,1602,Cassiel Helos,Transfer,Battle Brother,0,4,4,Deployed to 0-4-4
737,1602,Cassiel Helos,Promotion,Artificer Brother,0,4,4,Promoted to Artificer Brother
737,2279,Barban Volos,Transfer,Battle Brother,4,1,8,Deployed to 4-1-8
737,1603,Gaius Joule-Jolt,Transfer,Battle Brother,7,1,1,Deployed to 7-1-1
737,1603,Gaius Joule-Jolt,Promotion,Bond-Keeper,7,1,1,Promoted to Bond-Keeper
737,1606,Shiro Cry,Transfer,Battle Brother,6,0,4,Deployed to 6-0-4
737,1606,Shiro Cry,Promotion,Null-Warden,6,0,4,Promoted to Null-Warden
737,2280,Latif Gabriel,Transfer,Battle Brother,9,2,3,Deployed to 9-2-3
737,1608,Wulfric Benedetti-Blue,Transfer,Battle Brother,8,3,1,Deployed to 8-3-1
737,1608,Wulfric Benedetti-Blue,Promotion,Bond-Keeper,8,3,1,Promoted to Bond-Keeper
737,2281,Lucoryphus Micro,Transfer,Battle Brother,9,4,6,Deployed to 9-4-6
737,2282,Xantus Copper-Skin,Transfer,Battle Brother,9,5,3,Deployed to 9-5-3
737,2283,Gorr Rust-Casing,Transfer,Battle Brother,9,5,4,Deployed to 9-5-4
737,2284,Fan Vane,Transfer,Battle Brother,9,5,6,Deployed to 9-5-6
737,2285,Ignis Surge,Transfer,Battle Brother,9,5,8,Deployed to 9-5-8
737,1609,Nnamdi Swift-Strike,Transfer,Battle Brother,7,7,0,Deployed to 7-7-0
737,1609,Nnamdi Swift-Strike,Promotion,Sergeant,7,7,0,Promoted to Sergeant
737,2287,Valerius Wet,Transfer,Battle Brother,7,7,4,Deployed to 7-7-4
737,1611,Baka Red-Axe,Transfer,Battle Brother,1,8,3,Deployed to 1-8-3
737,1611,Baka Red-Axe,Promotion,Veteran Battle Brother,1,8,3,Promoted to Veteran Battle Brother
737,2289,Varus Hunter,Transfer,Battle Brother,2,9,2,Deployed to 2-9-2
738,2290,Jarl Decade,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2290,Jarl Decade,Transfer,Battle Brother,-1,0,0,Deployed to -1-0-0
738,2291,Geir Index,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2291,Geir Index,Transfer,Battle Brother,-1,0,1,Deployed to -1-0-1
738,2292,Numerian Vargas-Vane,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2292,Numerian Vargas-Vane,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
738,2293,Qasim Age,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2293,Qasim Age,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
738,2294,Xiong Sonic-Cry,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2294,Xiong Sonic-Cry,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
738,2295,Noboru Zhor,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2295,Noboru Zhor,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
738,2296,Mo Fab,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2296,Mo Fab,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
738,2297,Rollo Einstein-Earl,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2297,Rollo Einstein-Earl,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
738,2299,Han Zetta,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2299,Han Zetta,Transfer,Battle Brother,-1,0,8,Deployed to -1-0-8
738,2300,Falco Darko,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2300,Falco Darko,Transfer,Battle Brother,-1,0,9,Deployed to -1-0-9
738,2303,Kofi Shadrak,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2303,Kofi Shadrak,Transfer,Battle Brother,-1,0,10,Deployed to -1-0-10
738,2304,Kardan Cortázar-Cold,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2304,Kardan Cortázar-Cold,Transfer,Battle Brother,-1,0,11,Deployed to -1-0-11
738,2305,Skold Star-Strider,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2305,Skold Star-Strider,Transfer,Battle Brother,-1,0,12,Deployed to -1-0-12
738,2306,Xeron Iron-Vessel,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2306,Xeron Iron-Vessel,Transfer,Battle Brother,-1,0,13,Deployed to -1-0-13
738,2307,Daren Swell,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
738,2307,Daren Swell,Transfer,Battle Brother,-1,0,14,Deployed to -1-0-14
738,1131,Ravi Aksha,Death,Sergeant,-2,-2,-2,Killed in Action
738,1266,Vitellius Cain,Death,Artificer Brother,-2,-2,-2,Killed in Action
738,1314,Mansour Storm-Eye,Death,Sergeant,-2,-2,-2,Killed in Action
738,1341,Kayode Vulkan,Death,Sergeant,-2,-2,-2,Killed in Action
738,1354,Baidu Glow,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
738,1512,Jabir Lorca-Light,Death,Bond-Keeper,-2,-2,-2,Killed in Action
738,1592,Jaxon High,Death,Sergeant,-2,-2,-2,Killed in Action
738,1668,Hideo Phase,Death,Battle Brother,-2,-2,-2,Killed in Action
738,2263,Juma Sphere,Death,Battle Brother,-2,-2,-2,Killed in Action
738,2334,Daiki Trench,Death,Neophyte,-2,-2,-2,Killed in Action
738,2387,Idmon Helvius,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2387,Idmon Helvius,Transfer,Neophyte,10,1,3,Deployed to 10-1-3
738,2388,Ortan Graves,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2388,Ortan Graves,Transfer,Neophyte,10,1,4,Deployed to 10-1-4
738,2389,Engke Gluon-Grip,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2389,Engke Gluon-Grip,Transfer,Neophyte,10,2,8,Deployed to 10-2-8
738,2390,Dayan Wide,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2390,Dayan Wide,Transfer,Neophyte,10,3,2,Deployed to 10-3-2
738,2391,Vidar Elurian,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2391,Vidar Elurian,Transfer,Neophyte,10,3,4,Deployed to 10-3-4
738,2392,Siggeir Abyss,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2392,Siggeir Abyss,Transfer,Neophyte,10,3,6,Deployed to 10-3-6
738,2393,Tacitus Emissary,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2393,Tacitus Emissary,Transfer,Neophyte,10,3,8,Deployed to 10-3-8
738,2394,Manduul Code,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2394,Manduul Code,Transfer,Neophyte,10,4,1,Deployed to 10-4-1
738,2395,Marcus Grix,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2395,Marcus Grix,Transfer,Neophyte,10,4,5,Deployed to 10-4-5
738,2396,Govinda Light-Warder,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2396,Govinda Light-Warder,Transfer,Neophyte,10,5,8,Deployed to 10-5-8
738,2397,Wekesa Jago,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2397,Wekesa Jago,Transfer,Neophyte,10,7,1,Deployed to 10-7-1
738,2398,Esen Albinus,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2398,Esen Albinus,Transfer,Neophyte,10,7,4,Deployed to 10-7-4
738,2399,Xing Chasm,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2399,Xing Chasm,Transfer,Neophyte,10,7,6,Deployed to 10-7-6
738,2400,Geta Drax,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2400,Geta Drax,Transfer,Neophyte,10,8,2,Deployed to 10-8-2
738,2401,Wyrm Stevens-Stern,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2401,Wyrm Stevens-Stern,Transfer,Neophyte,10,9,5,Deployed to 10-9-5
738,2402,Uzoma Machado-Mark,Recruitment,Neophyte,-2,-2,-2,New Initiate
738,2402,Uzoma Machado-Mark,Transfer,Neophyte,10,10,4,Deployed to 10-10-4
738,1612,Varek Khul,Transfer,Battle Brother,7,2,0,Deployed to 7-2-0
738,1612,Varek Khul,Promotion,Sergeant,7,2,0,Promoted to Sergeant
738,1613,Zhong Blood-Eye,Transfer,Battle Brother,1,3,4,Deployed to 1-3-4
738,1613,Zhong Blood-Eye,Promotion,Veteran Battle Brother,1,3,4,Promoted to Veteran Battle Brother
738,1614,Elos Good,Transfer,Battle Brother,5,3,0,Deployed to 5-3-0
738,1614,Elos Good,Promotion,Sergeant,5,3,0,Promoted to Sergeant
738,2290,Jarl Decade,Transfer,Battle Brother,6,3,9,Deployed to 6-3-9
738,1616,Zuberi Wafer,Transfer,Battle Brother,6,4,0,Deployed to 6-4-0
738,1616,Zuberi Wafer,Promotion,Sergeant,6,4,0,Promoted to Sergeant
738,1617,Corvinus Period-Point,Transfer,Battle Brother,5,5,2,Deployed to 5-5-2
738,1617,Corvinus Period-Point,Promotion,Artificer Brother,5,5,2,Promoted to Artificer Brother
738,2291,Geir Index,Transfer,Battle Brother,9,5,2,Deployed to 9-5-2
738,2292,Numerian Vargas-Vane,Transfer,Battle Brother,9,5,9,Deployed to 9-5-9
738,2293,Qasim Age,Transfer,Battle Brother,2,6,3,Deployed to 2-6-3
738,2294,Xiong Sonic-Cry,Transfer,Battle Brother,2,6,4,Deployed to 2-6-4
738,2295,Noboru Zhor,Transfer,Battle Brother,2,6,5,Deployed to 2-6-5
738,2296,Mo Fab,Transfer,Battle Brother,2,6,7,Deployed to 2-6-7
738,2297,Rollo Einstein-Earl,Transfer,Battle Brother,2,6,8,Deployed to 2-6-8
738,2299,Han Zetta,Transfer,Battle Brother,7,6,3,Deployed to 7-6-3
738,1618,Draxus Fork-Beard,Transfer,Battle Brother,5,8,0,Deployed to 5-8-0
738,1618,Draxus Fork-Beard,Promotion,Sergeant,5,8,0,Promoted to Sergeant
738,1620,Yao Ember-Fist,Transfer,Battle Brother,6,8,1,Deployed to 6-8-1
738,1620,Yao Ember-Fist,Promotion,Bond-Keeper,6,8,1,Promoted to Bond-Keeper
738,2300,Falco Darko,Transfer,Battle Brother,2,9,3,Deployed to 2-9-3
738,2303,Kofi Shadrak,Transfer,Battle Brother,2,9,4,Deployed to 2-9-4
738,2304,Kardan Cortázar-Cold,Transfer,Battle Brother,2,9,5,Deployed to 2-9-5
738,2305,Skold Star-Strider,Transfer,Battle Brother,2,9,6,Deployed to 2-9-6
738,2306,Xeron Iron-Vessel,Transfer,Battle Brother,2,9,7,Deployed to 2-9-7
738,2307,Daren Swell,Transfer,Battle Brother,2,9,8,Deployed to 2-9-8
739,2308,Geir Gupta,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2308,Geir Gupta,Transfer,Battle Brother,-1,0,0,Deployed to -1-0-0
739,2309,Xander Sky-Rage,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2309,Xander Sky-Rage,Transfer,Battle Brother,-1,0,1,Deployed to -1-0-1
739,2310,Diadumenianus Verse,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2310,Diadumenianus Verse,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
739,2311,Sanakht Iron-Side,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2311,Sanakht Iron-Side,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
739,2312,Wang Ghost-Reaper,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2312,Wang Ghost-Reaper,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
739,2313,Wulfric Cobalt-Soul,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2313,Wulfric Cobalt-Soul,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
739,2314,Ogedei Vallejo-Vast,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2314,Ogedei Vallejo-Vast,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
739,2315,Julius Marble-Brow,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2315,Julius Marble-Brow,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
739,2316,Kaelen Gravity-Well,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2316,Kaelen Gravity-Well,Transfer,Battle Brother,-1,0,8,Deployed to -1-0-8
739,2317,Golg Solari,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2317,Golg Solari,Transfer,Battle Brother,-1,0,9,Deployed to -1-0-9
739,2319,Shiro Cycle-Cutter,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2319,Shiro Cycle-Cutter,Transfer,Battle Brother,-1,0,10,Deployed to -1-0-10
739,2320,Daiki Licinius,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2320,Daiki Licinius,Transfer,Battle Brother,-1,0,11,Deployed to -1-0-11
739,2321,Philip Drum,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2321,Philip Drum,Transfer,Battle Brother,-1,0,12,Deployed to -1-0-12
739,2322,Arturus Partha,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2322,Arturus Partha,Transfer,Battle Brother,-1,0,13,Deployed to -1-0-13
739,2323,Bran Orda,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2323,Bran Orda,Transfer,Battle Brother,-1,0,14,Deployed to -1-0-14
739,2324,Gallus Vexor,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,2324,Gallus Vexor,Transfer,Battle Brother,-1,0,15,Deployed to -1-0-15
739,1010,Kareem Footer,Death,Apothecary,-2,-2,-2,Killed in Action
739,1323,Ibrahim Quartz,Death,Bond-Keeper,-2,-2,-2,Killed in Action
739,1478,Vorn Static-Weight,Promotion,Dreadnought,-2,-2,-2,Promoted to Dreadnought : D-IV
739,1478,Vorn Static-Weight,Transfer,Dreadnought,-1,0,16,Deployed to -1-0-16
739,1661,Makoto Surge,Death,Battle Brother,-2,-2,-2,Killed in Action
739,1852,Hu Quintus,Death,Battle Brother,-2,-2,-2,Killed in Action
739,1891,Juma Hesperax,Death,Battle Brother,-2,-2,-2,Killed in Action
739,1896,Jabir Cato,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2022,Raziel Wide,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2168,Golg Valerius,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2171,Kenzo Drask,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2175,Kroeger Haul,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2252,Tekuder Allotrope-Ace,Death,Battle Brother,-2,-2,-2,Killed in Action
739,2350,Valerius Basalt-Base,Death,Neophyte,-2,-2,-2,Killed in Action
739,2357,Katsuo Hrid,Death,Neophyte,-2,-2,-2,Killed in Action
739,2368,Caeden Luis,Death,Neophyte,-2,-2,-2,Killed in Action
739,2403,Kyros Spot,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2403,Kyros Spot,Transfer,Neophyte,10,1,6,Deployed to 10-1-6
739,2404,Manduulai Gravity-Well,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2404,Manduulai Gravity-Well,Transfer,Neophyte,10,1,8,Deployed to 10-1-8
739,2405,Goro Sensor,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2405,Goro Sensor,Transfer,Neophyte,10,2,1,Deployed to 10-2-1
739,2406,Cassiel Acharya,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2406,Cassiel Acharya,Transfer,Neophyte,10,2,2,Deployed to 10-2-2
739,2407,Valen Hertz,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2407,Valen Hertz,Transfer,Neophyte,10,2,3,Deployed to 10-2-3
739,2408,Faris Coros,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2408,Faris Coros,Transfer,Neophyte,10,4,8,Deployed to 10-4-8
739,2409,Forrix Endymion,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2409,Forrix Endymion,Transfer,Neophyte,10,4,9,Deployed to 10-4-9
739,2410,Ren Orb,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2410,Ren Orb,Transfer,Neophyte,10,5,9,Deployed to 10-5-9
739,2411,Narik Talos,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2411,Narik Talos,Transfer,Neophyte,10,6,2,Deployed to 10-6-2
739,2412,Wang Dharma,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2412,Wang Dharma,Transfer,Neophyte,10,6,5,Deployed to 10-6-5
739,2413,Iacton Abaddon,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2413,Iacton Abaddon,Transfer,Neophyte,10,6,6,Deployed to 10-6-6
739,2414,Leonas Aerosol-Aim,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2414,Leonas Aerosol-Aim,Transfer,Neophyte,10,6,8,Deployed to 10-6-8
739,2415,Wen Shadow-Walker,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2415,Wen Shadow-Walker,Transfer,Neophyte,10,7,2,Deployed to 10-7-2
739,2416,Yngvar Vasa,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2416,Yngvar Vasa,Transfer,Neophyte,10,8,3,Deployed to 10-8-3
739,2417,Kaelo Bolt,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2417,Kaelo Bolt,Transfer,Neophyte,10,8,6,Deployed to 10-8-6
739,2418,Arrian Silk-Beard,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2418,Arrian Silk-Beard,Transfer,Neophyte,10,9,1,Deployed to 10-9-1
739,2419,Maloghurst Bleak,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2419,Maloghurst Bleak,Transfer,Neophyte,10,9,3,Deployed to 10-9-3
739,2420,Alaric Sedirae,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2420,Alaric Sedirae,Transfer,Neophyte,10,10,1,Deployed to 10-10-1
739,2421,Baidu Wave,Recruitment,Neophyte,-2,-2,-2,New Initiate
739,2421,Baidu Wave,Transfer,Neophyte,10,10,9,Deployed to 10-10-9
739,1296,Gu Shade,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
739,1296,Gu Shade,Transfer,Battle Brother,-1,0,17,Deployed to -1-0-17
739,1644,Draxus Shaft,Transfer,Battle Brother,-1,0,18,Deployed to -1-0-18
739,1621,Zheng Parallel,Transfer,Battle Brother,5,1,2,Deployed to 5-1-2
739,1621,Zheng Parallel,Promotion,Artificer Brother,5,1,2,Promoted to Artificer Brother
739,1644,Draxus Shaft,Transfer,Battle Brother,7,1,8,Deployed to 7-1-8
739,2308,Geir Gupta,Transfer,Battle Brother,8,1,8,Deployed to 8-1-8
739,1623,Zosimus Parallel,Transfer,Battle Brother,3,0,2,Deployed to 3-0-2
